,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
33,2018,Apr,BAHAMAS,,Unprovoked,Swimming,M,12.0,N,Moderate,Bull,,
34,2018,Apr,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,19.0,N,Moderate,White,,
35,2018,Mar,USA,Hawaii,Unprovoked,Stand-Up Paddleboarding,M,25.0,N,Moderate,,366.0,366.0
36,2018,Mar,AUSTRALIA,Western Australia,Unprovoked,Wading,M,10.0,N,Moderate,Wobbegong,,
37,2018,Mar,AUSTRALIA,Victoria,Unprovoked,Swimming,M,69.0,N,Minor,,350.0,350.0
38,2018,Mar,AUSTRALIA,Victoria,Unprovoked,Surfing,M,18.0,N,Minor,,180.0,180.0
39,2018,Feb,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Scuba Diving,M,38.0,N,,Blacktip,,
40,2018,Feb,AUSTRALIA,New South Wales,Unprovoked,Swimming,F,55.0,N,Moderate,,270.0,320.0
41,2018,Feb,AUSTRALIA,Victoria,Provoked,Kayak fishing for sharks,M,34.0,N,Minor,,,
42,2018,Feb,AUSTRALIA,New South Wales,Unprovoked,Walking,M,35.0,N,Moderate,,200.0,200.0
43,2018,Feb,AUSTRALIA,Queensland,Invalid,Swimming,F,,N,Minor,,,
44,2018,Feb,BRAZIL,"Boi Island, Victoria",Invalid,Cleaning fish,F,46.0,N,Moderate,,,
45,2018,Feb,ECUADOR,Galapagos Islands,Unprovoked,Snorkeling,M,45.0,N,Moderate,,,
46,2018,Feb,AUSTRALIA,Western Australia,Invalid,Spearfishing,M,14.0,N,Minor,,200.0,200.0
47,2018,Jan,AUSTRALIA,Western Australia,Unprovoked,,M,18.0,N,Moderate,Bull,,
48,2018,Jan,NEW CALEDONIA,,Unprovoked,Spearfishing,M,,N,Moderate,,300.0,300.0
49,2018,Jan,AUSTRALIA,Queensland,Unprovoked,Diving,M,,N,Major,,200.0,200.0
50,2018,Jan,AUSTRALIA,New South Wales,Unprovoked,Free diving,M,28.0,N,Minor,,350.0,350.0
51,2018,Jan,BRAZIL,Fernando de Noronha,Unprovoked,Surfing,M,20.0,N,Minor,,,
52,2018,Jan,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,,N,Minor,,,
53,2017,Dec,USA,Hawaii,Unprovoked,Surfing,F,54.0,N,Major,Tiger,,
54,2017,Dec,USA,California,Unprovoked,Surfing,F,35.0,N,Minor,,,
55,2017,Dec,MALAYSIA,Sepang,Provoked,Fishing / Wading,M,24.0,N,Minor,,,
56,2017,Dec,BAHAMAS,,Unprovoked,Snorkeling,F,25.0,N,Minor,,152.0,152.0
57,2017,Nov,COSTA RICA,Cocos Island,Unprovoked,Scuba Diving,M,26.0,N,Moderate,,,
58,2017,Nov,COSTA RICA,Cocos Island,Unprovoked,Scuba diving,F,49.0,Y,Fatal,,,
59,2017,Nov,LIBYA,,Sea Disaster,2 boats capsized,,,Y,Fatal,,,
60,2017,Nov,USA,California,Unprovoked,Spearfishing,M,25.0,N,Minor,,460.0,460.0
61,2017,Nov,USA,Florida,Unprovoked,Surfing,F,14.0,N,Minor,,,
62,2017,Nov,,,Unprovoked,Surfing,M,24.0,N,Moderate,,,
63,2017,Nov,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,25.0,N,Moderate,,200.0,200.0
64,2017,Nov,CUBA,Holquin Province,Unprovoked,Night bathing,M,22.0,Y,Fatal,Tiger,,
65,2017,Oct,AUSTRALIA,Queensland,Unprovoked,Snorkeling,M,7.0,N,Moderate,Cookiecutter,,
66,2017,Oct,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,31.0,N,Minor,,100.0,100.0
67,2017,Oct,USA,Hawaii,Unprovoked,Stand-Up Paddleboarding,M,,N,Minor,,,
68,2017,Oct,MAURITIUS,Pamplemousses ,Unprovoked,Swimming,M,,N,Minor,,,
69,2017,Oct,USA,Florida,Unprovoked,Surfing ,M,17.0,N,Moderate,,,
70,2017,Oct,USA,Florida,Unprovoked,Swimming,F,60.0,N,Major,,,
71,2017,Oct,AUSTRALIA,South Australia,Unprovoked,Kayaking / Fishing,F,15.0,N,Minor,,450.0,450.0
72,2017,Oct,NEW ZEALAND,North Island,Unprovoked,Kayaking,M,,N,Minor,,200.0,200.0
73,2017,Oct,USA,Florida,Unprovoked,Swimming,M,,N,Moderate,,122.0,152.0
74,2017,Oct,USA,Hawaii,Unprovoked,Surfing,M,54.0,N,Moderate,,244.0,305.0
75,2017,Oct,USA,Hawaii,Unprovoked,Snorkeling,F,40.0,N,Minor,,244.0,244.0
76,2017,Oct,SOUTH AFRICA,Western Cape Province,Invalid,Scuba Diving,M,31.0,,Fatal,,,
77,2017,Sep,USA,Florida,Unprovoked,Surfing,M,,N,Moderate,,152.0,152.0
78,2017,Sep,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,,N,Minor,,350.0,350.0
79,2017,Sep,USA,New York,Invalid,Surfing,M,33.0,,Moderate,,,
80,2017,Sep,USA,Florida,Unprovoked,Surfing,M,,N,Moderate,,122.0,152.0
81,2017,Sep,USA,Florida,Unprovoked,Surfing,M,,N,Moderate,,,
82,2017,Sep,SPAIN,Canary Islands,Unprovoked,Body surfing,M,13.0,N,Moderate,,150.0,150.0
83,2017,Sep,USA,Florida,Unprovoked,Surfing,M,28.0,N,Moderate,,,
84,2017,Sep,SOUTH AFRICA,Western Cape Province,Invalid,Scuba Diving,M,25.0,,Fatal,,,
85,2017,Sep,SAMOA, Upolu Island,,Fishing,M,,N,Moderate,,,
86,2017,Sep,AUSTRALIA,Westerm Australia,Boating,Fishing,,,N,Minor,,350.0,350.0
87,2017,Sep,USA,Florida,Unprovoked,Surfing,M,18.0,N,Moderate,,152.0,183.0
88,2017,Sep,AUSTRALIA,Westerm Australia,Unprovoked,Swimming,M,,N,Minor,,,
89,2017,Sep,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,35.0,N,Moderate,,300.0,350.0
90,2017,Sep,SOLOMON ISLANDS,,Unprovoked,Spearfishing,M,,N,Minor,,,
91,2017,Sep,SOUTH AFRICA,Western Cape Province,Unprovoked,"Swimming, poaching abalone",M,,Y,Fatal,,,
92,2017,Sep,JAPAN,Shizuoka Prefecture,Unprovoked,Surfing,M,42.0,N,Minor,,,
93,2017,Sep,USA,Florida,Unprovoked,Swimming,M,,N,Moderate,Nurse,,
94,2017,Sep,USA,Texas,Unprovoked,Swimming,F,,N,Moderate,,,
95,2017,Sep,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
96,2017,Aug,AUSTRALIA,Victoria,Unprovoked,Surfing,M,37.0,N,Minor,,300.0,300.0
97,2017,Aug,USA,Florida,Unprovoked,Wading,F,3.0,N,Moderate,,,
98,2017,Aug,SPAIN,Castellón,Invalid,Swimming,F,11.0,,Moderate,,,
99,2017,Aug,NEW ZEALAND,North Island,Unprovoked,Canoeing,M,,N,Minor,,,
100,2017,Aug,USA,Massachusetts,Unprovoked,SUP,M,69.0,N,Minor,,152.0,213.0
101,2017,Aug,BAHAMAS,,Unprovoked,Spearfishing,M,,N,Minor,,152.0,152.0
102,2017,Aug,USA,South Carolina,Unprovoked,Swimming,M,13.0,N,Minor,,,
103,2017,Aug,EGYPT,Red Sea Protectorate,Unprovoked,Snorkeling,F,20.0,N,Minor,,180.0,200.0
104,2017,Aug,USA,Massachusetts,Provoked,Fishing,M,34.0,N,Minor,,122.0,122.0
105,2017,Aug,USA,California,Boating,Kayaking / Fishing,M,,N,Minor,,305.0,305.0
106,2017,Jul,USA,Florida,Unprovoked,Skimboarding,M,15.0,N,Moderate,,,
107,2017,Jul,USA,South Carolina,Invalid,Swimming,M,10.0,,Minor,,,
108,2017,Jul,USA,South Carolina,Unprovoked,,F,12.0,N,Minor,,,
109,2017,Jul,BAHAMAS,New Providence District,Unprovoked,Snorkeling,F,,N,Moderate,,,
110,2017,Jul,BAHAMAS,40 miles off Grand Bahama Island,Unprovoked,Spearfishing,M,,N,Major,,,
111,2017,Jul,"ST HELENA, British overseas territory",Ascension Island,Unprovoked,Surfing,M,37.0,N,Minor,,,
112,2017,Jul,USA,New Jersey,Unprovoked,,F,,N,Minor,Sandtiger,61.0,61.0
113,2017,Jul,SPAIN,Majorca,Unprovoked,Swimming,F,,N,Minor,Blue,183.0,183.0
114,2017,Jul,USA,Florida,Unprovoked,,F,40.0,N,Minor,,,
115,2017,Jul,USA,South Carolina,Invalid,Swimming,F,8.0,,Moderate,,,
116,2017,Jul,USA,California,Boating,Kayaking,M,40.0,N,Minor,,335.0,396.0
117,2017,Jul,USA,California,Unprovoked,SUP,M,50.0,N,Minor,,244.0,305.0
118,2017,Jul,USA,Washington,Unprovoked,Surfing,M,,N,Minor,,274.0,274.0
119,2017,Jul,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,,N,Minor,,,
120,2017,Jul,USA,California,Boating,Kayaking,M,,N,Minor,White,,
121,2017,Jul,USA,Florida,Unprovoked,Swimming,M,46.0,N,Minor,,122.0,152.0
122,2017,Jul,MEXICO,Tabasco,Provoked,Fishing,M,32.0,N,Minor,,,
123,2017,Jul,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,F,13.0,N,Minor,,250.0,250.0
124,2017,Jul,COMOROS,Anjouan,Invalid,Fishing,,,,Fatal,,,
125,2017,Jun,USA,South Carolina,Invalid,Fishing,M,,,Moderate,,,
126,2017,Jun,USA,South Carolina,Unprovoked,Swimming,F,16.0,N,Minor,,,
127,2017,Jun,USA,Florida,Unprovoked,Surfing,M,,N,Moderate,,,
128,2017,Jun,USA,South Carolina,Unprovoked,Swimming,F,14.0,N,Minor,,122.0,152.0
129,2017,Jun,REUNION,,Unprovoked,Body boarding,M,34.0,N,Minor,,200.0,200.0
130,2017,Jun,SPAIN,Ibiza Island,Unprovoked,Swimming,M,82.0,N,Moderate,,,
131,2017,,FRENCH POLYNESIA,Marquesas,Unprovoked,Surfing,M,,N,Minor,,,
132,2017,Jun,BAHAMAS,,Unprovoked,Feeding sharks,F,,N,,,,
133,2017,Jun,AUSTRALIA,Western Australia,Unprovoked,Body boarding,M,48.0,N,Minor,,400.0,400.0
134,2017,Jun,AUSTRALIA,Victoria,Unprovoked,Surfing,F,,N,Minor,Seven-gill,,
135,2017,Jun,USA,Florida,Unprovoked,Surfing,M,19.0,N,Moderate,,,
136,2017,Jun,UNITED KINGDOM,South Devon,Unprovoked,Surfing ,M,30.0,N,Minor,,300.0,300.0
137,2017,Jun,USA,Florida,Unprovoked,Spearfishing,M,,N,Moderate,,244.0,244.0
138,2017,Jun,BAHAMAS,New Providence ,Unprovoked,Snorkeling,F,32.0,N,Major,Tiger,,
139,2017,May,USA,South Carolina,Provoked,Touching a shark,F,20.0,N,Minor,,91.0,91.0
140,2017,May,USA,Florida,Unprovoked,Feeding sharks,M,,N,Moderate,Tiger,,
141,2017,May,AUSTRALIA,New South Wales,Invalid,Fishing ,M,73.0,N,Minor,,,
142,2017,May,UNITED ARAB EMIRATES,"Sharjah, ",Unprovoked,Spearfishing,M,41.0,N,Major,,,
143,2017,May,AUSTRALIA,Queensland,Provoked,Attempting to lasso a shark,M,29.0,N,Minor,,274.0,274.0
144,2017,May,MEXICO,Baja California Sur,Unprovoked,Snorkeling,M,33.0,Y,Fatal,,,
145,2017,May,USA,California,Invalid,Surfing,F,18.0,,Moderate,,,
146,2017,Apr,USA,California,Unprovoked,Swimming,F,,N,Minor,,,
147,2017,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Surfing,M,14.0,N,Minor,,,
148,2017,Apr,USA,South Carolina,Unprovoked,Surfing,F,33.0,N,Minor,,,
149,2017,Apr,REUNION,Saint-Leu,Unprovoked,Body boarding,M,28.0,Y,Fatal,,,
150,2017,Apr,NEW ZEALAND,South Island,Unprovoked,Body boarding,F,,N,Moderate,,,
151,2017,Apr,USA,Florida,Invalid,Photo shoot,F,,,Moderate,,,
152,2017,Apr,"ST HELENA, British overseas territory",Ascension Island,Unprovoked,Snorkeling,F,40.0,N,Minor,,,
153,2017,Apr,USA,South Carolina,Invalid,Swimming,M,,,Moderate,,,
154,2017,Apr,USA,Florida,Unprovoked,,,,N,Minor,,,
155,2017,Apr,AUSTRALIA,Western Australia,Unprovoked,Surfing,F,17.0,Y,Fatal,White,,
156,2017,Apr,USA,Hawaii,Unprovoked,Surfing,M,28.0,N,Major,,366.0,366.0
157,2017,Apr,USA,Florida,Unprovoked,Surfing,M,17.0,N,Moderate,,,
158,2017,Apr,USA,Florida,Unprovoked,Surfing,F,,N,Moderate,,,
159,2017,Apr,SOUTH AFRICA,KwaZulu-Natal,Invalid,Scuba Diving,M,68.0,,Fatal,,,
160,2017,Apr,USA,Florida,Unprovoked,Surfing,F,35.0,N,Minor,,,
161,2017,Apr,USA,Florida,Unprovoked,Paddle boarding,F,10.0,N,Moderate,,,
162,2017,Apr,USA,Florida,Unprovoked,Swimming,F,21.0,N,Minor,,,
163,2017,Apr,USA,Florida,Unprovoked,Swimming,M,16.0,N,Moderate,,,
164,2017,Apr,USA,Florida,Unprovoked,Swimming,F,51.0,N,Minor,,,
165,2017,Apr,AUSTRALIA,Queensland,Unprovoked,Kakaying,M,39.0,N,Minor,,,
166,2017,Apr,USA,Florida,Unprovoked,Swimming,F,17.0,N,Moderate,,152.0,213.0
167,2017,Mar,USA,Florida,Unprovoked,Surfing,M,58.0,N,Minor,,,
168,2017,Mar,AUSTRALIA,New South Wales,Unprovoked,Body boarding,M,30.0,N,Minor,,,
169,2017,Mar,USA,California,Boating,Kayaking,M,,N,Minor,White,,
170,2017,Mar,PHILIPPINES,Luzon Island,Unprovoked,Spearfishing,M,25.0,N,Moderate,,305.0,305.0
171,2017,Mar,BAHAMAS,Great Exuma,Unprovoked,Washing hands,M,58.0,N,Moderate,Lemon,,
172,2017,Feb,AUSTRALIA,Western Australia,Unprovoked,Snorkeling,F,,N,Minor,,,
173,2017,Feb,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,,N,Minor,,,
174,2017,Feb,REUNION,Saint-Andre,Unprovoked,Body boarding,M,26.0,Y,Fatal,,,
175,2017,Feb,AUSTRALIA,Queensland,Unprovoked,Spearfishing,M,26.0,N,Major,,,
176,2017,Feb,USA,Florida,Unprovoked,Swimming,M,22.0,N,Minor,,,
177,2017,Feb,BRAZIL,Pernambuco,Provoked,Grabbing shark for a selfie,F,,N,Minor,Lemon,,
178,2017,Feb,SOUTH AFRICA,KwaZulu-Natal,Boating,Kayak fishing,M,,N,Minor,Tiger,,
179,2017,Feb,USA,South Carolina,Boating,Tagging sharks,,,N,Minor,,427.0,427.0
180,2017,Feb,BAHAMAS,Bimini,Unprovoked,Scuba Diving,M,37.0,N,Moderate,,,
181,2017,Jan,BRAZIL,Pernambuco,Unprovoked,Swimming,M,21.0,N,Moderate,,,
182,2017,Jan,USA,Florida,Unprovoked,,M,,N,Moderate,,,
183,2017,Jan,AUSTRALIA,Queensland,Unprovoked,Scuba Diving,M,55.0,N,Moderate,,400.0,400.0
184,2017,Jan,AUSTRALIA,Queensland,Unprovoked,Swimming,M,57.0,N,Minor,,,
185,2017,Jan,USA,Florida,Unprovoked,,M,,N,Minor,,,
186,2017,Jan,INDONESIA,Bali,Unprovoked,Surfing,M,48.0,N,Minor,,100.0,100.0
188,2017,Jan,USA,Florida,Unprovoked,Wading,M,47.0,N,Moderate,,,
189,2017,Jan,AUSTRALIA,New South Wales,Invalid,Wading,M,20.0,,Moderate,,,
190,2016,Dec,USA,Florida,Unprovoked,Surfing,M,16.0,N,Moderate,,,
191,2016,Dec,AUSTRALIA,Western Australia,Unprovoked,Snorkeling,F,,N,Minor,,,
192,2016,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Surf skiing ,M,55.0,N,Major,,400.0,400.0
193,2016,Dec,AUSTRALIA,Western Australia,Unprovoked,Free diving,M,61.0,N,Minor,,,
194,2016,Dec,FRENCH POLYNESIA,Tuamotos,Unprovoked,Fishing,M,,N,Minor,,,
195,2016,Dec,USA,Florida,Invalid,Surfing,M,19.0,,Minor,,,
196,2016,Dec,AUSTRALIA,New South Wales,Provoked,Surf fishing,M,20.0,N,Moderate,,200.0,200.0
197,2016,Dec,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,65.0,N,Moderate,White,,
198,2016,Nov,AUSTRALIA,Victoria,Provoked,Fishing,M,73.0,N,Moderate,,150.0,150.0
199,2016,Nov,USA,Hawaii,Unprovoked,Floating,F,58.0,N,Moderate,Tiger,,
200,2016,Oct,USA,Florida,Unprovoked,Surfing,M,41.0,N,Moderate,,,
201,2016,Oct,USA,Florida,Unprovoked,Surfing,M,42.0,N,Moderate,,,
202,2016,Oct,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,36.0,N,Moderate,,,
203,2016,Oct,USA,Hawaii,Unprovoked,Surfing,M,36.0,N,Moderate,,183.0,244.0
204,2016,Oct,AUSTRALIA,Queensland,Unprovoked,Surfing,M,,N,Minor,,,
205,2016,Oct,USA,Hawaii,Unprovoked,Snorkeling,F,66.0,N,Moderate,,,
206,2016,Oct,MEXICO,,Invalid,Cage Diving,M,,,Minor,White,,
207,2016,Oct,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,25.0,N,Moderate,,,
208,2016,Oct,USA,Oregon,Unprovoked,Surfing,M,29.0,N,Moderate,,,
209,2016,Oct,USA,Florida,Unprovoked,Surfing,M,21.0,N,Minor,,,
210,2016,Oct,USA,Florida,Unprovoked,Surfng,M,32.0,N,Minor,,,
211,2016,Sep,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,17.0,N,Moderate,,350.0,350.0
212,2016,Sep,USA,Florida,Unprovoked,Surfing,M,16.0,N,Minor,,,
213,2016,Sep,USA,Florida,Unprovoked,Surfing,M,36.0,N,Moderate,,,
214,2016,Sep,USA,Florida,Unprovoked,Surfing,M,43.0,N,Moderate,,,
215,2016,Sep,USA,California,Unprovoked,Surfing,M,43.0,N,Minor,,,
216,2016,Sep,AUSTRALIA,Victoria,Unprovoked,Surfing,M,,N,Minor,,,
217,2016,Sep,AUSTRALIA,Victoria,Unprovoked,Surfing,M,,N,Minor,,200.0,200.0
218,2016,Sep,AUSTRALIA,Western Australia,Boating,Fishing,,,N,Minor,,,
219,2016,Sep,USA,Florida,Unprovoked,Wading,M,,N,Minor,,91.0,122.0
220,2016,Sep,USA,Hawaii,Unprovoked,Swimming,F,51.0,N,Major,,305.0,305.0
221,2016,Sep,NEW CALEDONIA,North Province,Unprovoked,Kite surfing,M,50.0,Y,Fatal,,,
222,2016,Sep,USA,South Carolina,Unprovoked,Boogie boarding,F,12.0,N,Moderate,,,
223,2016,Sep,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,,N,No injury,,,
224,2016,Sep,USA,Florida,Unprovoked,Body boarding,M,9.0,N,Minor,,,
225,2016,Sep,USA,California,Unprovoked,Spearfishing,M,22.0,N,Moderate,,244.0,305.0
226,2016,Sep,MEXICO,,Invalid,Cage Diving,,,,Minor,,,
227,2016,Aug,USA,Florida,Unprovoked,Surfing,M,25.0,N,Moderate,,183.0,183.0
228,2016,Aug,USA,Florida,Unprovoked,Surfing,M,37.0,N,Minor,,,
229,2016,Aug,REUNION,,Unprovoked,Surfing,M,20.0,N,Major,,350.0,350.0
230,2016,Aug,USA,Florida,Unprovoked,Wading,M,49.0,N,Minor,,,
231,2016,Aug,BAHAMAS,New Providence Island,Unprovoked,Snorkeling,M,15.0,N,Moderate,,,
232,2016,Aug,USA,Hawaii,Unprovoked,SUP Foil boarding,M,21.0,N,No injury,,305.0,305.0
233,2016,Aug,USA,Florida,Unprovoked,Surfing,M,22.0,N,Minor,Blacktip,,
234,2016,Jul,SPAIN,Alicante Province,Unprovoked,Swimming,M,40.0,N,Moderate,Blue,,
235,2016,Jul,CHINA,Hong Kong,Unprovoked,Swimming,M,72.0,N,Moderate,,,
236,2016,Jul,AUSTRALIA,Western Australia,Boating,Kayaking,M,,N,Minor,White,,
237,2016,Jul,USA,Florida,Provoked,Lobstering,M,43.0,N,Moderate,,122.0,122.0
238,2016,Jul,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,18.0,N,Major,,,
239,2016,Jul,JAPAN,Kochi Prefecture,Unprovoked,Surfing,M,29.0,N,Moderate,,,
240,2016,Jul,AUSTRALIA,Tasmania,Unprovoked,Surfing,M,36.0,N,Minor,,,
241,2016,Jul,BAHAMAS,Abaco Islands,Unprovoked,Spearfishing,M,,N,Moderate,,183.0,183.0
242,2016,Jul,AUSTRALIA,Queensland,Provoked,Fishing,M,31.0,N,Moderate,,100.0,100.0
243,2016,Jul,USA,Alabama,Boating,Fishing in Alabama Deep Fishing Rodeo,,,N,Minor,,305.0,305.0
244,2016,Jul,USA,Florida,Unprovoked,Surfing,F,9.0,N,Minor,,,
245,2016,Jul,USA,Florida,Unprovoked,,F,11.0,N,Minor,,,
246,2016,Jul,USA,California,Unprovoked,Kite surfing,M,61.0,N,Minor,,305.0,366.0
247,2016,Jul,USA,South Carolina,Unprovoked,Swimming,M,,N,Moderate,,,
248,2016,Jul,BAHAMAS,,Unprovoked,Scuba Diving,M,,N,Minor,,274.0,274.0
249,2016,Jul,SPAIN,Canary Islands,Unprovoked,Wading,F,10.0,N,Minor,Angel,,
250,2016,Jul,USA,California,Boating,Fishing for squid,M,,N,Minor,White,,
251,2016,Jul,USA,Massachusetts,Provoked,Fishing,M,59.0,N,Moderate,,,
252,2016,Jul,USA,California,Boating,Fishing for sharks,M,,N,Minor,White,,
253,2016,Jul,USA,Florida,Unprovoked,Swimming,F,42.0,N,Moderate,,,
254,2016,Jul,AUSTRALIA,Queensland,Provoked,Fishing,M,34.0,N,Moderate,,,
255,2016,Jun,USA,South Carolina,Unprovoked,,M,35.0,N,Minor,,91.0,122.0
256,2016,Jun,USA,North Carolina,Unprovoked,Surfing,M,11.0,N,Moderate,,,
257,2016,Jun,COLUMBIA,Isla Provedencia,Unprovoked,Scuba Diving,M,59.0,N,Major,,137.0,137.0
258,2016,Jun,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,43.0,N,Moderate,White,,
259,2016,Jun,USA,South Carolina,Unprovoked,Floating,M,42.0,N,Moderate,,91.0,152.0
260,2016,Jun,USA,Florida,Unprovoked,Wading,M,,N,Moderate,,,
261,2016,Jun,USA,Hawaii,Unprovoked,Surfing,M,,N,Moderate,,91.0,122.0
262,2016,Jun,AUSTRALIA,Western Australia,Provoked,Spearfishing,M,19.0,N,Minor,,152.0,152.0
263,2016,Jun,USA,Texas,Unprovoked,Floating in tube,F,6.0,N,Minor,,91.0,122.0
264,2016,Jun,USA,North Carolina,Unprovoked,Standing,M,19.0,N,Moderate,,91.0,91.0
265,2016,Jun,USA,South Carolina,Invalid,Surfing,M,27.0,,Minor,,244.0,244.0
266,2016,Jun,USA,Florida,Unprovoked,Swimming,M,64.0,N,Minor,,,
267,2016,Jun,AUSTRALIA,Western Australia,Unprovoked,Diving,F,60.0,Y,Fatal,,,
268,2016,Jun,EGYPT,Suez,Unprovoked,Swimming,M,23.0,N,Major,Mako,,
269,2016,Jun,AUSTRALIA,New South Wales,Unprovoked,Spearfishing,M,,,Minor,,,
270,2016,Jun,NEW CALEDONIA,,Unprovoked,Kite surfing,M,,N,Moderate,,300.0,300.0
271,2016,May,AUSTRALIA,Western Australia,Unprovoked,Surfing,M,29.0,Y,Fatal,White,,
272,2016,May,USA,California,Unprovoked,Swimming,F,52.0,N,Moderate,,,
273,2016,May,USA,Florida,Unprovoked,Swimming,M,13.0,N,Minor,,152.0,152.0
274,2016,May,USA,Florida,Unprovoked,Swimming,F,57.0,N,Moderate,,,
275,2016,May,USA,Florida,Unprovoked,Swimming,F,22.0,N,Moderate,,122.0,152.0
276,2016,May,USA,Florida,Unprovoked,Swimming,F,11.0,N,Moderate,,,
277,2016,May,USA,Florida,Unprovoked,Swimming,M,48.0,N,Minor,,122.0,122.0
278,2016,May,USA,Florida,Provoked,Teasing a shark,F,23.0,N,No injury,,61.0,61.0
279,2016,May,USA,Hawaii,Unprovoked,Floating,M,59.0,N,Moderate,,,
280,2016,May,NEW ZEALAND,North Island,Provoked,Fishing,M,39.0,N,Minor,,150.0,150.0
281,2016,Apr,INDONESIA,Bali,Unprovoked,Surfing,M,24.0,N,Minor,,183.0,183.0
282,2016,Apr,USA,Florida,Unprovoked,Surfing,M,15.0,N,Minor,,,
283,2016,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Surf-skiing,M,,N,Minor,White,,
284,2016,Apr,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,12.0,N,Moderate,Wobbegong,,
285,2016,Apr,FRENCH POLYNESIA,Tuamotos,Provoked,Spearfishing,M,22.0,N,Moderate,,200.0,200.0
286,2016,Apr,FRENCH POLYNESIA,Tuamotos,Provoked,Spearfishing,M,26.0,N,Major,,200.0,200.0
287,2016,Apr,USA,Florida,Unprovoked,Spearfishing,M,26.0,N,Minor,,213.0,213.0
288,2016,Apr,NEW CALEDONIA,Grand Terre,Unprovoked,Walking,F,69.0,Y,Fatal,,250.0,250.0
289,2016,Apr,CAPE VERDE,Boa Vista Island,Invalid,,M,60.0,,Moderate,,,
290,2016,Apr,USA,Florida,Unprovoked,Fishing,M,34.0,N,Minor,,152.0,183.0
291,2016,Apr,USA,Florida,Invalid,SUP,M,,,Minor,,,
292,2016,Mar,USA,Hawaii,Unprovoked,Snorkeling,F,46.0,N,Minor,,,
293,2016,Mar,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,22.0,N,Major,,,
294,2016,Mar,USA,Florida,Unprovoked,,M,,,Minor,,,
295,2016,Mar,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,41.0,N,Minor,,,
296,2016,Mar,BAHAMAS,,Provoked,,M,9.0,N,Minor,,,
297,2016,Mar,USA,California,Invalid,Surfing,,,,Minor,,,
298,2016,Mar,USA,Florida,Unprovoked,Body surfing,M,19.0,N,Moderate,,,
299,2016,Mar,Fiji,Vanua Levu,Unprovoked,Diving for beche-de-mer,M,45.0,Y,Fatal,,,
300,2016,Mar,USA,Florida,Unprovoked,,M,12.0,N,Minor,,,
301,2016,Mar,AUSTRALIA,South Australia,Unprovoked,Fishing,M,,N,Moderate,,,
302,2016,Mar,BRAZIL,Santa Catarina State,Unprovoked,Swimming,M,41.0,N,Minor,Sandtiger,,
303,2016,Feb,NEW CALEDONIA,South Province,Unprovoked,Kite surfing,M,21.0,N,Moderate,,,
304,2016,Feb,NEW CALEDONIA,South Province,Unprovoked,Spearfishing,M,31.0,N,Minor,,,
305,2016,Feb,DOMINICAN REPUBLIC,Altagracia Province,Unprovoked,Wading,F,,N,Major,,,
306,2016,Feb,CAYMAN ISLANDS,Grand Cayman,Invalid,Feeding stingrays?,M,65.0,,Minor,,,
307,2016,Feb,AUSTRALIA,Tasmania,Invalid,Surfing,M,,,Minor,,,
308,2016,Feb,AUSTRALIA,Queensland,Unprovoked,Walking,F,45.0,N,Minor,,,
309,2016,Feb,AUSTRALIA,New South Wales,Unprovoked,Windsurfing,M,40.0,N,Minor,,,
310,2016,Feb,BRAZIL,Balneário Camboriú,Unprovoked,Swimming,M,41.0,N,Moderate,Sandtiger,,
311,2016,Jan,SOUTH AFRICA,KwaZulu-Natal,Boating,Kayak fishing,M,,N,Minor,,,
312,2016,Jan,USA,Hawaii,Unprovoked,Surfing,M,,N,Moderate,,152.0,152.0
313,2016,Jan,USA,Hawaii,Unprovoked,Surfing,F,15.0,N,Minor,,,
314,2016,Jan,USA,Texas,Unprovoked,Spearfishing,M,,N,Minor,,,
315,2016,Jan,UNITED ARAB EMIRATES,Fujairah Emirate,Boating,Fishing,M,,N,Minor,Mako,,
