,Year,Country,Activity,Age,Species ,Sex,Species
1900,2001,USA,Wreck / Technical diving,42,Questionable incident - shark bite may have precipitated drowning,M,Questionable incident - shark bite may have precipitated drowning
1907,2001,USA,Swimming ,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,M,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
1908,2001,USA,Swimming,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,F,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
1909,2001,USA,Wading,20,1.5 m [5'] shark,M,1.5 m [5'] shark
1910,2001,USA,Swimming ,10,bull shark,M,bull shark
1911,2001,BAHAMAS,Spearfishing,44,3 m [10'] bull shark,M,3 m [10'] bull shark
1916,2001,USA,Surfing,17,a small shark,M,a small shark
1921,2001,USA,Surfing,20,Possibly  a blacktip or spinner shark,M,Possibly  a blacktip or spinner shark
1922,2001,USA,Surfing,19,"3' shark, possibly  a blacktip or spinner shark",M,"3' shark, possibly  a blacktip or spinner shark"
1923,2001,USA,Surfing,19,"Blacktip shark, 5' to 6' ",M,"Blacktip shark, 5' to 6' "
1924,2001,BAHAMAS,Spearfishing,43,1.9 m [6.5'] bull shark,M,1.9 m [6.5'] bull shark
1934,2001,USA,Boogie boarding,18,0.9 m  [3'] shark,M,0.9 m  [3'] shark
1936,2001,USA,Swimming,8,"Bull shark, 2.3 m [7.5'] ",M,"Bull shark, 2.3 m [7.5'] "
1939,2001,USA,Swimming,14,1.5 m [5'] shark,M,1.5 m [5'] shark
1940,2001,USA,Spearfishing,52,"White shark, 2.4 m to 3 m [8' to 10'] ",M,"White shark, 2.4 m to 3 m [8' to 10'] "
1941,2001,AUSTRALIA,Hiking on the beach,75,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
1942,2001,USA,Wading,29,2' shark,F,2' shark
1944,2001,USA,Swimming,11,1.2 m to 1.5 m [4.5' to 5'] shark,M,1.2 m to 1.5 m [4.5' to 5'] shark
1948,2001,SOUTH AFRICA,Surfing,26,"White shark, 2.7 m to 3 m [9' to 10'] ",M,"White shark, 2.7 m to 3 m [9' to 10'] "
1950,2001,USA,Surfing,45,1.2 m to 1.5 m [4' to 5'] shark,M,1.2 m to 1.5 m [4' to 5'] shark
1954,2001,USA,Surfing,12,Possibly a juvenile blacktip or spinner shark,M,Possibly a juvenile blacktip or spinner shark
1957,2001,USA,Surfing,21,Possibly a juvenile blacktip or spinner shark,M,Possibly a juvenile blacktip or spinner shark
1958,2001,USA,Body boarding,12,Possibly a juvenile blacktip or spinner shark,M,Possibly a juvenile blacktip or spinner shark
1959,2001,USA,Surfing,22,Possibly a 1.5 m [5'] blacktip or spinner shark,M,Possibly a 1.5 m [5'] blacktip or spinner shark
1960,2001,USA,Surfing,19,Possibly a juvenile blacktip or spinner shark,M,Possibly a juvenile blacktip or spinner shark
1964,2001,SOUTH AFRICA,Surfing,46,"White shark, 2.7 m [9'] ",M,"White shark, 2.7 m [9'] "
1966,2001,USA,Standing alongside surfboard,26,"""small shark""",M,"""small shark"""
1968,2001,AUSTRALIA,Surfing,40,Bronze whaler shark,M,Bronze whaler shark
1971,2001,BRAZIL,Attempting to catch a crocodile,12,Shark involvement not confirmed,M,Shark involvement not confirmed
1976,2001,AUSTRALIA,Surfing,40,"Bronze whaler shark, 2.5 m [8.25']  k",M,"Bronze whaler shark, 2.5 m [8.25']  k"
1977,2001,AUSTRALIA,Kayaking,35,5 m shark,M,5 m shark
1978,2001,CUBA,Swimming,55,2 m [6.75'] shark,F,2 m [6.75'] shark
1983,2000,FIJI,Swimming back from anchored sailboat,47,6 m [20'] shark,M,6 m [20'] shark
1985,2000,CANADA,Diving for sea urchins,30,"Porbeagle shark, 3 m [10']rk",M,"Porbeagle shark, 3 m [10']rk"
1986,2000,AUSTRALIA,Spearfishing,38,"Bronze whaler shark, 2.5 m [8.25'] ",M,"Bronze whaler shark, 2.5 m [8.25'] "
1988,2000,AUSTRALIA,Diving (shell maintenance),28,"Tiger shark, 4 m ",M,"Tiger shark, 4 m "
1989,2000,AUSTRALIA,Shipwrecked,47,Shark involvement not confirmed,M,Shark involvement not confirmed
1990,2000,USA,Swimming,73,1.2 m to 1.8 m [4' to 6'] shark,M,1.2 m to 1.8 m [4' to 6'] shark
1991,2000,USA,Walking,27,Invalid,F,Invalid
1992,2000,AUSTRALIA,Swimming,52,"White shark, 4.9 m [16'] ",M,"White shark, 4.9 m [16'] "
1993,2000,AUSTRALIA,Swimming,49,"White shark, 5 m [16.5'] ",M,"White shark, 5 m [16.5'] "
1994,2000,USA,Surfing,27,"White shark, 2.4 m to 3 m [8' to 10'] ",M,"White shark, 2.4 m to 3 m [8' to 10'] "
1997,2000,USA,Swimming / snorkeling,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",F,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
1999,2000,USA,Surfing,17,2.1 to 2.4 m [7' to 8'] shark,M,2.1 to 2.4 m [7' to 8'] shark
2000,2000,USA,Surfing,23,"Blacktip shark, 2' ",M,"Blacktip shark, 2' "
2004,2000,AUSTRALIA,Surfing,17,White shark,M,White shark
2005,2000,AUSTRALIA,Surfing,25,"White shark, 4 m to 5 m [13' to 16.5'] ",M,"White shark, 4 m to 5 m [13' to 16.5'] "
2006,2000,AUSTRALIA,Fell onto dead shark,12,100-kg [221-lb] dead blue shark,M,100-kg [221-lb] dead blue shark
2007,2000,OKINAWA,Surfing,31,"White shark, 2.5 m ",M,"White shark, 2.5 m "
2011,2000,USA,Swimming / Body surfing,25,60 cm to 90 cm [2' to 3'] shark,M,60 cm to 90 cm [2' to 3'] shark
2013,2000,SOUTH AFRICA,Free diving,48,"White shark, 3.5 m [11.5']  male ",M,"White shark, 3.5 m [11.5']  male "
2014,2000,TANZANIA,Swimming,28,Thought to involve a Zambesi shark,M,Thought to involve a Zambesi shark
2015,2000,USA,Wading,40,1.5 m [5'] shark,M,1.5 m [5'] shark
2016,2000,REUNION,Surfing,27,"Tiger shark, 3 m [10'] ",M,"Tiger shark, 3 m [10'] "
2018,2000,USA,Swimming,47,A 2' shark was seen in the area by witnesses,M,A 2' shark was seen in the area by witnesses
2019,2000,USA,Jumped into the water,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",M,"Thought to involve a 2.7 m [9'], 400-lb bull shark"
2022,2000,USA,"Windsurfing, but sitting on his board",53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",M,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  "
2023,2000,USA,Surfing / Wading,27,juvenile shark,M,juvenile shark
2024,2000,USA,Standing,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",F,"Blacktip shark, 2.4 m to 3 m [8' to 10'] "
2029,2000,USA,Snorkeling,45,"Nurse shark, 1.5 m [5']",F,"Nurse shark, 1.5 m [5']"
2031,2000,USA,Surfing,14,1.8 m [6'] grey-colored shark,M,1.8 m [6'] grey-colored shark
2035,2000, TONGA,Scuba diving,69,"Grey reef shark, 2 m [6.75'] ",M,"Grey reef shark, 2 m [6.75'] "
2038,2000,USA,Jumping,5,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] ",M,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] "
2039,2000,USA,Playing,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",F,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?"
2041,2000,USA,"Spearfishing, holding mesh bag with speared fish",55,"Nurse shark, 1.2 m [4'] ",F,"Nurse shark, 1.2 m [4'] "
2042,2000,USA,Wading,13,0.9 m [3'] shark,F,0.9 m [3'] shark
2043,2000,USA,Standing,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",F,"0.9 m [3'] shark,  probably a blacktip or spinner shark"
2049,2000,USA,Surfing,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",M,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] "
2050,2000,USA,Swimming,55,Bull shark?,M,Bull shark?
2051,2000,USA,Swimming ,44,Bull shark,M,Bull shark
2061,2000,AUSTRALIA,Swimming,26,2.5 m shark,M,2.5 m shark
2062,2000,USA,Boogie boarding,14,1.8 m [6'] shark,F,1.8 m [6'] shark
2063,2000,USA,Surfing,37,1.2 m [4'] shark,M,1.2 m [4'] shark
2064,2000,NEW CALEDONIA,Spearfishing,35,Tiger shark?,M,Tiger shark?
2068,2000,NEW ZEALAND,Kayaking,27,Shark involvement  questionable,M,Shark involvement  questionable
2070,2000,USA,Spearfishing,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",M,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] "
2075,2000,AUSTRALIA,Surfing,26,3 m [10'] shark,M,3 m [10'] shark
2079,1999,NEW ZEALAND,Surfing,15,Sevengill shark,M,Sevengill shark
2080,1999,NEW ZEALAND,Swimming,13,Sevengill shark,F,Sevengill shark
2081,1999,NEW ZEALAND,Bathing,12,Sevengill shark,F,Sevengill shark
2082,1999,BRAZIL,Surfing,18,"Thought to involve a white, bull or tiger shark",M,"Thought to involve a white, bull or tiger shark"
2084,1999,BRAZIL,Spearfishing,39,Shark involvement not confirmed,M,Shark involvement not confirmed
2087,1999,USA,Swimming,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",F,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
2089,1999,SOUTH AFRICA,Surfing,35,"White shark, 3 m [10'] ",M,"White shark, 3 m [10'] "
2090,1999,BRAZIL,"Spearfishing, but swimming at surface",39,1.3 to 1.6 m shark,M,1.3 to 1.6 m shark
2091,1999,MARSHALL ISLANDS,Swimming,12,"Grey reef shark, 1.2 m [4'] ",M,"Grey reef shark, 1.2 m [4'] "
2092,1999,MARSHALL ISLANDS,Swimming,12,"Grey reef shark, 1.2 m [4'] ",M,"Grey reef shark, 1.2 m [4'] "
2096,1999,USA,"Surfing, lying on surfboard",16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",M,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
2099,1999,USA,Kayaking,37,White shark,M,White shark
2100,1999,USA,Wading,61,Unidentified,F,Unidentified
2102,1999,USA,Surfing,13,1.5 m to 1.8 m [5' to 6'] shark,M,1.5 m to 1.8 m [5' to 6'] shark
2103,1999,USA,Wading,7,0.9 m [3'] shark,M,0.9 m [3'] shark
2105,1999,USA,Surfing,28,"""a small shark""",M,"""a small shark"""
2107,1999,MARSHALL ISLANDS,Fishing,23,7' shark,M,7' shark
2109,1999,USA,Lying prone in 2' of water,10,1.8 m [6'] shark,M,1.8 m [6'] shark
2110,1999,USA,Body surfing,62,4' to 5' shark,M,4' to 5' shark
2111,1999,BAHAMAS,Spearfishing & holding catch,35,2.7 m [9']  bull shark or Caribbean reef shark,M,2.7 m [9']  bull shark or Caribbean reef shark
2112,1999,SOUTH AFRICA,Surfing,42,"White shark, 3 m to 5 m [10' to 16.5'] ",M,"White shark, 3 m to 5 m [10' to 16.5'] "
2113,1999,USA,Swimming with dolphins,43,"Bull shark, 2.1 m [7']",M,"Bull shark, 2.1 m [7']"
2114,1999,USA,Surfing,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",M,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
2115,1999,SOUTH AFRICA,Boogie boarding,14,White shark,M,White shark
2117,1999,USA,Wading in school of baitfish,30,"Blacktip shark, 1.8 m [6'] ",F,"Blacktip shark, 1.8 m [6'] "
2118,1999,SOUTH AFRICA,Surfing,29,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
2119,1999,USA,Adrift in a life jacket,20,1.2 m [4'] shark,M,1.2 m [4'] shark
2120,1999,USA,Surfing,21,3' to 4' shark,M,3' to 4' shark
2122,1999,USA,Splashing / wading,5,Blacktip or spinner shark,M,Blacktip or spinner shark
2123,1999,AUSTRALIA,Windsurfing,22,Thought to involve a white shark,M,Thought to involve a white shark
2124,1999,BRAZIL,Surfing,21,"Tiger shark, 2.5 m [8.25']",M,"Tiger shark, 2.5 m [8.25']"
2125,1999,MAURITIUS,Swimming,41,"Grey reef shark, 1.5 m ",F,"Grey reef shark, 1.5 m "
2126,1999,REUNION,Swimming after being swept into sea by a large wave,52,3 bull sharks,M,3 bull sharks
2132,1999,NEW ZEALAND,Fishing,28,"Mako shark, 1.3 m gaffed ",M,"Mako shark, 1.3 m gaffed "
2134,1999,USA,Swimming near pod of whales,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,F,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity
2136,1999,AUSTRALIA,Surfing,35,Bronze whaler or tiger shark,M,Bronze whaler or tiger shark
2137,1999,USA,Surfing,25,Spinner shark,M,Spinner shark
2138,1999,MAURITIUS,Spearfishing,47,Bull shark,M,Bull shark
2141,1999,AUSTRALIA,Fishing,37,Shark involvement not confirmed,F,Shark involvement not confirmed
2143,1999,SOUTH AFRICA,Spearfishing,30,"White shark, 4.6 m [15'] ",M,"White shark, 4.6 m [15'] "
2147,1998,SOUTH AFRICA,Surfing,18,Possibly a white shark,M,Possibly a white shark
2150,1998,USA,Swimming,9,Tiger shark,M,Tiger shark
2151,1998,USA,Surfing,14,1.2 m [4'] shark,M,1.2 m [4'] shark
2152,1998,USA,Walking,13,"A ""small shark""",M,"A ""small shark"""
2153,1998,USA,Surfing,32,"White shark, 5 m  to 6 m [16.5' to 20'] ",M,"White shark, 5 m  to 6 m [16.5' to 20'] "
2154,1998,JAPAN,Fishing for tuna,52,6' shark,M,6' shark
2155,1998,BRAZIL,Surfing,22,Though to involve a white shark,M,Though to involve a white shark
2165,1998,USA,Surfing,28,1.8 m [6'] shark,M,1.8 m [6'] shark
2166,1998,SENEGAL,Spearfishing,25,1.5 m shark,M,1.5 m shark
2167,1998,USA,Surfing,26,3' to 4' shark,M,3' to 4' shark
2169,1998,USA,Boogie boarding,16,"White shark, 5 m to 6 m [16.5' to 20'] ",M,"White shark, 5 m to 6 m [16.5' to 20'] "
2171,1998,BAHAMAS,Spearfishing,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",M,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] "
2172,1998,USA,Body-boarding,11,4.5' to 5' shark,M,4.5' to 5' shark
2174,1998,SOUTH AFRICA,Surfing (or body boarding),19,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
2175,1998,SOUTH AFRICA,Spearfishing,24,"White shark, 4.9 m [16']",M,"White shark, 4.9 m [16']"
2178,1998,SOUTH AFRICA,Wading,47,"Raggedtooth shark, 1.2 m [4'] ",M,"Raggedtooth shark, 1.2 m [4'] "
2179,1998,SOUTH AFRICA,Surfing,16,5' to 6' shark,M,5' to 6' shark
2180,1998,SOUTH AFRICA,Surfing,10,"Raggedtooth shark, 1.2 m [4'] ",M,"Raggedtooth shark, 1.2 m [4'] "
2181,1998,AUSTRALIA,Free diving for abalone,26,Thought to involve a 5.5 m white shark named Kong,M,Thought to involve a 5.5 m white shark named Kong
2182,1998,SOUTH AFRICA,Body Boarding,20,White shark,M,White shark
2186,1998,SOUTH AFRICA,Body boarding,15,3 m to 4 m [10' to 13'] white shark,M,3 m to 4 m [10' to 13'] white shark
2187,1998,SOUTH AFRICA,Body boarding,16,Unidentified,M,Unidentified
2188,1998,USA,Surfing,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",M,"Lemon shark, 1.5 m [5'], identified  by the surfer"
2189,1998,USA,Swimming,14,"1.8 m [6'] shark, possibly a blacktip",F,"1.8 m [6'] shark, possibly a blacktip"
2191,1998,SOUTH AFRICA,Body boarding,22,4 m [13'] white shark,M,4 m [13'] white shark
2192,1998,MOZAMBIQUE,Towing rubber dinghy,35,3 m [10'] shark,F,3 m [10'] shark
2193,1998,USA,Surfing (lying prone on his board),50,5 m [16.5'] white shark,M,5 m [16.5'] white shark
2194,1998,USA,Scuba diving,16,"Nurse shark, 0.9 m [3'] ",M,"Nurse shark, 0.9 m [3'] "
2198,1998,SOUTH AFRICA,Snorkeling – hunting crayfish and abalone,33,3 m [10'] white shark,M,3 m [10'] white shark
2199,1998,USA,Swimming or paddle boarding,32,5' spinner shark,M,5' spinner shark
2201,1998,AUSTRALIA,Spearfishing,31,Shark involvement not confirmed,M,Shark involvement not confirmed
2206,1998,MOZAMBIQUE,Surfing,23,Small dusky shark or blackfin shark,M,Small dusky shark or blackfin shark
2210,1997,SOUTH AFRICA,Spearfishing,39,White shark,M,White shark
2214,1997,AUSTRALIA,Scuba diving (submerged riding a scooter),42,White shark,M,White shark
2216,1997,AUSTRALIA,Unknown,21,Shark involvement prior to death suspected but not confirmed,M,Shark involvement prior to death suspected but not confirmed
2217,1997,AUSTRALIA,Surf-skiing,51,5.5 m [18'] white shark,M,5.5 m [18'] white shark
2218,1997,USA,Body boarding or surfing,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",M,"Tiger shark, 4 m to 4.3 m [13' to 14'] "
2219,1997,USA,Surfing,23,Possibly a blacktip shark,M,Possibly a blacktip shark
2220,1997,USA,Surfing,12,1.2 m to 1.5 m [4' to 5'] shark,M,1.2 m to 1.5 m [4' to 5'] shark
2229,1997,USA,Surfing (sitting on his board),29,5 m [16.5'] white shark,M,5 m [16.5'] white shark
2230,1997,MEXICO,SCUBA diving,28,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
2231,1997,MEXICO,SCUBA diving,33,"Tiger shark, 5.2 m [17']",M,"Tiger shark, 5.2 m [17']"
2234,1997,EGYPT,Fishing,16,Thought to involve an oceanic whitetip shark or a white shark,M,Thought to involve an oceanic whitetip shark or a white shark
2237,1997,USA,Wading,10,1 m shark,F,1 m shark
2239,1997,USA,Body surfing,17,juvenile shark,M,juvenile shark
2240,1997,USA,Wading / Surfing,19,"""juvenile shark""",M,"""juvenile shark"""
2242,1997,SOUTH AFRICA,Surfing,25,4.5 m white shark,M,4.5 m white shark
2244,1997,USA,Standing,50,Blacktip shark,M,Blacktip shark
2245,1997,OKINAWA,Fishing for octopus,55,White shark,M,White shark
2248,1997,FIJI,Snorkeling,47,"Tiger shark, 2.7m  [9']",F,"Tiger shark, 2.7m  [9']"
2249,1997,USA,Surfing,18,Possibly a spinner shark,M,Possibly a spinner shark
2251,1997,USA,"Body surfing, stood up on sandbar",33,1.2 m [4'] shark (spinner shark?),M,1.2 m [4'] shark (spinner shark?)
2252,1997,USA,Spearfishing,35,4' shark,M,4' shark
2253,1997,USA,Surfing,34,Possibly a sand shark,M,Possibly a sand shark
2254,1997,USA,Surfing,12,Possibly a sand shark,M,Possibly a sand shark
2255,1997,BAHAMAS,Spearfishing,54,Possibly a Caribbean reef shark,M,Possibly a Caribbean reef shark
2257,1997,BRAZIL,Windsurfing,22,3.7m  to 4.2 m white shark,M,3.7m  to 4.2 m white shark
2258,1997,AUSTRALIA,Swimming,21,a small shark,F,a small shark
2259,1997,AUSTRALIA,Scuba diving,30,"Tiger shark, 2m to 3m ",M,"Tiger shark, 2m to 3m "
2263,1997,AUSTRALIA,Snorkeling,27,1.8 m to 2.1 m [6' to 7'] shark,M,1.8 m to 2.1 m [6' to 7'] shark
2264,1997,AUSTRALIA,Windsurfing,41,"Tiger shark, 4.5 m [14'9""]",M,"Tiger shark, 4.5 m [14'9""]"
2271,1996,USA,Surfing,45,3 m to 5 m [10' to 16.5'] white shark,M,3 m to 5 m [10' to 16.5'] white shark
2276,1996,USA,Surfing,22,5.5 m to 6 m [18' to 20'] white shark,M,5.5 m to 6 m [18' to 20'] white shark
2277,1996,USA,Surfing,21,1.2 m [4'] shark,M,1.2 m [4'] shark
2278,1996,USA,Surfing,31,5 m [16.5'] white shark,M,5 m [16.5'] white shark
2281,1996,NEW ZEALAND,Diving for abalone,23,White shark,M,White shark
2282,1996,USA,Surfing / Swimming,19,"""a young shark""",M,"""a young shark"""
2285,1996,USA,Boogie boarding,28,Shark involvement not confirmed,F,Shark involvement not confirmed
2286,1996,SOUTH AFRICA,Spearfishing,29,White shark,M,White shark
2287,1996,USA,Body Boarding,19,"Tiger shark, 2.4 m [8'] ",M,"Tiger shark, 2.4 m [8'] "
2288,1996,USA,Free diving for abalone,36,6 m [20'] white shark,M,6 m [20'] white shark
2289,1996,USA,Wade fishing,21,1.8 m to 2.1 m [6' to 7'] hammerhead shark,M,1.8 m to 2.1 m [6' to 7'] hammerhead shark
2291,1996,OKINAWA,Swimming,52,5 m [16.5'] white shark,M,5 m [16.5'] white shark
2293,1996,USA,Swimming,46,6' shark,M,6' shark
2297,1996,USA,Standing,63,5' to 6' shark,F,5' to 6' shark
2302,1996,SOUTH AFRICA,Surfing,17,2.5 m [8.25'] white shark ,M,2.5 m [8.25'] white shark 
2303,1996,AUSTRALIA,Tech diving ,45,Shark involvement prior to death suspected but not confirmed,M,Shark involvement prior to death suspected but not confirmed
2304,1996,USA,Surfing,22,1.2 m [4'] shark,M,1.2 m [4'] shark
2306,1996,USA,Surfing,27,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,M,60 cm to 90 cm [2' to 3'] blacktip or spinner shark
2308,1996,AUSTRALIA,Swimming,11,Wobbegong shark,M,Wobbegong shark
2309,1996,AUSTRALIA,Swimming,16,Wobbegong shark,F,Wobbegong shark
2311,1996,AUSTRALIA,Swimming breast stoke,47,Tiger shark,F,Tiger shark
2312,1996,AUSTRALIA,Fishing in knee-deep water,7,1.5 m [5'] shark,M,1.5 m [5'] shark
2313,1996,AUSTRALIA,Dived naked into the water on a bet,24,Bronze whaler shark,M,Bronze whaler shark
2314,1996,USA,Swimming in fish tank,32,nurse shark,F,nurse shark
2319,1996,AUSTRALIA,Swimming,7,"""reef shark""",M,"""reef shark"""
2320,1996,USA,Wading,33,"Nurse shark, 0.9 m  [3'] ",M,"Nurse shark, 0.9 m  [3'] "
2321,1996,AUSTRALIA,Swimming,13,Bronze whaler shark,F,Bronze whaler shark
2322,1996,USA,Swimming with mask & snorkel,53,Possibly a tiger shark,M,Possibly a tiger shark
2325,1996,REUNION,Surfing,25,"Tiger shark, 300-kg [662-lb] ",M,"Tiger shark, 300-kg [662-lb] "
2329,1995,NEW ZEALAND,"Diving, gathering shellfish",22,5 m [16.5'] white shark,M,5 m [16.5'] white shark
2335,1995,AUSTRALIA,Playing / standing,15,4 m shark,F,4 m shark
2336,1995,USA,Surfing,39,1.2 m to 1.5 m [4' to 5']   shark,M,1.2 m to 1.5 m [4' to 5']   shark
2337,1995,USA,Surfing,14,1.5 to 1.8 m [5' to 6'] shark,M,1.5 to 1.8 m [5' to 6'] shark
2339,1995,USA,Windsurfing,25,4 m [13'] white shark,M,4 m [13'] white shark
2340,1995,USA,Surfing,19,1.8 m [6'] shark,M,1.8 m [6'] shark
2343,1995,USA,Scuba diving,25,3 m to 3.7 m [10' to 12'] bull shark,M,3 m to 3.7 m [10' to 12'] bull shark
2344,1995,AUSTRALIA,Abalone diving using Hookah (near calving whales),29,White shark,M,White shark
2345,1995,USA,Abalone diving using Hookah (resting on the surface),32,3 m to 4 m [10' to 13'] white shark,M,3 m to 4 m [10' to 13'] white shark
2346,1995,USA,Swimming,9,Shark involvement not confirmed,M,Shark involvement not confirmed
2347,1995,USA,Surfing,19,1.2 m to 1.5 m [4' to 5'] shark,M,1.2 m to 1.5 m [4' to 5'] shark
2350,1995,USA,Surfing,16,5' shark,M,5' shark
2351,1995,USA,Surfing,18,"""a small shark""",M,"""a small shark"""
2352,1995,USA,Swimming,16,1.2 m to 1.5 m [4' to 5'] shark,M,1.2 m to 1.5 m [4' to 5'] shark
2353,1995,USA,Swimming ,23,"""sand"" shark",M,"""sand"" shark"
2354,1995,USA,Surfing,19,"""small shark""",M,"""small shark"""
2356,1995,TONGA,Fishing,18,"""small shark""",M,"""small shark"""
2357,1995,USA,Wading,20,1.8 m [6'] shark,M,1.8 m [6'] shark
2358,1995,USA,Swimming,15,Invalid,M,Invalid
2360,1995,USA,"""Riding waves on a board""",14,Blacktip shark,F,Blacktip shark
